date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:11:50	96536/96536	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Dec%202016%2005:35:12%20GMT	http://kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-2.jpg	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-2.jpg	(from http://www.kado.tech/)
01:11:51	3404/3404	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202017%2021:44:54%20GMT	http://kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-2-150x150.jpg	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-2-150x150.jpg	(from http://www.kado.tech/)
01:11:52	99781/99781	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Dec%202016%2005:35:14%20GMT	http://kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-3.jpg	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-3.jpg	(from http://www.kado.tech/)
01:11:53	3269/3269	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202017%2021:44:52%20GMT	http://kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-3-150x150.jpg	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/KadoSleeve-Product-Image-3-150x150.jpg	(from http://www.kado.tech/)
01:11:54	147760/147760	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Dec%202016%2001:19:14%20GMT	http://kado.tech/wp-content/uploads/2016/12/Kado-Concept-Colour-3.jpg	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/Kado-Concept-Colour-3.jpg	(from http://www.kado.tech/)
01:11:55	4043/4043	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Dec%202016%2001:22:00%20GMT	http://kado.tech/wp-content/uploads/2016/12/Kado-Slim-icon.png	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/Kado-Slim-icon.png	(from http://www.kado.tech/)
01:11:56	11365/11365	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Dec%202016%2001:52:44%20GMT	http://kado.tech/wp-content/uploads/2016/12/Kado-Lightweight-icon-white.png	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/Kado-Lightweight-icon-white.png	(from http://www.kado.tech/)
01:11:57	9175/9175	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Dec%202016%2002:14:20%20GMT	http://kado.tech/wp-content/uploads/2016/12/Kado-Laptop-icon-white.png	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/Kado-Laptop-icon-white.png	(from http://www.kado.tech/)
01:11:58	16570/16570	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Dec%202016%2002:24:06%20GMT	http://kado.tech/wp-content/uploads/2016/12/Kado-Safe-icon-white.png	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/Kado-Safe-icon-white.png	(from http://www.kado.tech/)
01:11:59	14591/14591	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Dec%202016%2002:20:53%20GMT	http://kado.tech/wp-content/uploads/2016/12/Kado-Revolutionary-icon-white-1.png	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/uploads/2016/12/Kado-Revolutionary-icon-white-1.png	(from http://www.kado.tech/)
01:12:00	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=768229823258384&ev=PageView&noscript=1&cd[domain]=kado.tech	/home/tits/websites/Israel%20mobile%20app/www.facebook.com/trb3e5.gif	(from http://www.kado.tech/)
01:12:01	44/44	---M--	200	added ('OK')	image/gif	date:Fri,%2021%20Dec%202012%2000:00:01%20GMT	https://www.facebook.com/tr?id=768229823258384&ev=GeneralEvent&noscript=1&cd[post_type]=page&cd[content_name]=Home+Kado&cd[post_id]=6160&cd[domain]=kado.tech	/home/tits/websites/Israel%20mobile%20app/www.facebook.com/tr9a31.gif	(from http://www.kado.tech/)
01:12:02	3424/3424	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/lib/bower/flexslider/flexslider.min.css?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/lib/bower/flexslider/flexslider.min9d08.css	(from http://www.kado.tech/)
01:12:03	20683/20683	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/lib/prettyphoto/css/prettyPhoto.min.css?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/lib/prettyphoto/css/prettyPhoto.min9d08.css	(from http://www.kado.tech/)
01:12:04	46364/46364	---M--	200	added ('OK')	text/css	date:Thu,%2005%20May%202016%2015:29:27%20GMT	http://kado.tech/wp-includes/css/dashicons.min.css?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/css/dashicons.minad6f.css	(from http://www.kado.tech/)
01:12:05	119731/119731	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Aug%202017%2014:55:38%20GMT	http://kado.tech/wp-content/plugins/wordpress-popup/assets/css/front.css?ver=2.0.2	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/wordpress-popup/assets/css/front4c56.css	(from http://www.kado.tech/)
01:12:06	13908/13908	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202017%2014:55:26%20GMT	http://kado.tech/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.9	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/contact-form-7/includes/js/scripts33a6.js	(from http://www.kado.tech/)
01:12:07	9566/9566	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202017%2014:55:44%20GMT	http://kado.tech/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from http://www.kado.tech/)
01:12:08	1846/1846	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202017%2014:55:44%20GMT	http://kado.tech/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from http://www.kado.tech/)
01:12:09	562/562	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202017%2014:55:44%20GMT	http://kado.tech/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=3.1.2	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min0226.js	(from http://www.kado.tech/)
01:12:10	2569/2569	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202017%2014:55:44%20GMT	http://kado.tech/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=3.1.2	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min0226.js	(from http://www.kado.tech/)
01:12:11	16410/16410	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Feb%202016%2015:22:26%20GMT	http://kado.tech/wp-includes/js/underscore.min.js?ver=1.8.3	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/underscore.min4511.js	(from http://www.kado.tech/)
01:12:12	75260/75260	---M--	200	added ('OK')	application/javascript	date:Tue,%2029%20Aug%202017%2014:55:38%20GMT	http://kado.tech/wp-content/plugins/wordpress-popup/assets/js/front.min.js?ver=1.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/wordpress-popup/assets/js/front.min4963.js	(from http://www.kado.tech/)
01:12:13	4000/4000	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202016%2019:44:09%20GMT	http://kado.tech/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/jquery/ui/core.mine899.js	(from http://www.kado.tech/)
01:12:14	6908/6908	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202016%2019:44:09%20GMT	http://kado.tech/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/jquery/ui/widget.mine899.js	(from http://www.kado.tech/)
01:12:15	12110/12110	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202016%2019:44:09%20GMT	http://kado.tech/wp-includes/js/jquery/ui/tabs.min.js?ver=1.11.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/jquery/ui/tabs.mine899.js	(from http://www.kado.tech/)
01:12:16	8584/8584	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202016%2019:44:09%20GMT	http://kado.tech/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/jquery/ui/accordion.mine899.js	(from http://www.kado.tech/)
01:12:17	82625/82625	---M--	200	added ('OK')	application/javascript	date:Mon,%2018%20Jul%202016%2010:59:30%20GMT	http://kado.tech/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=2.22.0	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/mediaelement/mediaelement-and-player.min51cd.js	(from http://www.kado.tech/)
01:12:18	796/796	---M--	200	added ('OK')	application/javascript	date:Mon,%2029%20Feb%202016%2020:43:26%20GMT	http://kado.tech/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/mediaelement/wp-mediaelement.minad6f.js	(from http://www.kado.tech/)
01:12:19	3148/3148	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202016%2019:44:09%20GMT	http://kado.tech/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/jquery/ui/mouse.mine899.js	(from http://www.kado.tech/)
01:12:20	10987/10987	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202016%2019:44:09%20GMT	http://kado.tech/wp-includes/js/jquery/ui/slider.min.js?ver=1.11.4	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/jquery/ui/slider.mine899.js	(from http://www.kado.tech/)
01:12:23	430204/430204	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202016%2018:57:58%20GMT	http://kado.tech/wp-content/themes/startit/assets/js/third-party.min.js?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/themes/startit/assets/js/third-party.minad6f.js	(from http://www.kado.tech/)
01:12:23	35624/35624	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min.js?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min9d08.js	(from http://www.kado.tech/)
01:12:23	953/953	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202016%2018:57:58%20GMT	http://kado.tech/wp-content/themes/startit/assets/js/smoothPageScroll.js?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/themes/startit/assets/js/smoothPageScrollad6f.js	(from http://www.kado.tech/)
01:12:25	77015/77015	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202016%2018:57:58%20GMT	http://kado.tech/wp-content/themes/startit/assets/js/modules.min.js?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/themes/startit/assets/js/modules.minad6f.js	(from http://www.kado.tech/)
01:12:25	1078/1078	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202015%2019:15:28%20GMT	http://kado.tech/wp-includes/js/comment-reply.min.js?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/comment-reply.minad6f.js	(from http://www.kado.tech/)
01:12:26	19095/19095	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min9d08.js	(from http://www.kado.tech/)
01:12:27	479/479	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Sep%202016%2018:57:58%20GMT	http://kado.tech/wp-content/themes/startit/assets/js/like.min.js?ver=1.0	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/themes/startit/assets/js/like.min5152.js	(from http://www.kado.tech/)
01:12:28	1398/1398	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Dec%202016%2016:37:40%20GMT	http://kado.tech/wp-includes/js/wp-embed.min.js?ver=dc0346145daa7046ae98c20ac130f0fd	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-includes/js/wp-embed.minad6f.js	(from http://www.kado.tech/)
01:12:29	8044/8044	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min.js?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min9d08.js	(from http://www.kado.tech/)
01:12:30	21638/21638	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/lib/bower/flexslider/jquery.flexslider-min.js?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/lib/bower/flexslider/jquery.flexslider-min9d08.js	(from http://www.kado.tech/)
01:12:31	23728/23728	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Oct%202016%2021:08:59%20GMT	http://kado.tech/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.min.js?ver=4.12.1	/home/tits/websites/Israel%20mobile%20app/kado.tech/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.min9d08.js	(from http://www.kado.tech/)
01:12:35	156/156	---MC-	200	added ('OK')	text/plain	date:Wed,%2027%20Dec%202017%2023:12:32%20GMT	https://matchpool.co/robots.txt		(from )
01:12:35	8451/8451	---M--	200	added ('OK')	text/css	etag:%225113dd83-2103-54b18d52fac3d%22	https://matchpool.co/wp-content/plugins/progress-bar/css/wppb.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/progress-bar/css/wppbe100.css	(from https://matchpool.co/)
01:12:36	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Dec%202017%2023:12:36%20GMT	http://s0.wp.com/	/home/tits/websites/Israel%20mobile%20app/s0.wp.com/index.html	(from https://matchpool.co/)
01:12:37	1757/1757	---M--	200	added ('OK')	text/css	etag:%224fcaf519-6dd-5481a3a3730b2%22	https://matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/style.css?ver=1	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/style68b3.css	(from https://matchpool.co/)
01:12:40	20912/20912	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202017%2023:12:38%20GMT	http://secure.gravatar.com/	/home/tits/websites/Israel%20mobile%20app/secure.gravatar.com/index.html	(from https://matchpool.co/)
01:12:40	165182/165182	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202017%2023:12:35%20GMT	https://matchpool.co/?lang=ja	/home/tits/websites/Israel%20mobile%20app/matchpool.co/indexc9e6.html	(from https://matchpool.co/)
01:12:40	164567/164567	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202017%2023:12:35%20GMT	https://matchpool.co/?lang=zh-hans	/home/tits/websites/Israel%20mobile%20app/matchpool.co/index29ea.html	(from https://matchpool.co/)
01:12:40	165607/165607	---MC-	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202017%2023:12:35%20GMT	https://matchpool.co/?lang=ko	/home/tits/websites/Israel%20mobile%20app/matchpool.co/index7542.html	(from https://matchpool.co/)
01:12:40	202/202	---M-Z	403	error ('Forbidden')	text/html	date:Wed,%2027%20Dec%202017%2023:12:40%20GMT	http://f.vimeocdn.com/	/home/tits/websites/Israel%20mobile%20app/f.vimeocdn.com/index.html	(from https://matchpool.co/)
01:12:40	851/851	---M--	200	added ('OK')	text/css	etag:%224fcaf504-353-5481a3a3648b5%22	https://matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-list-horizontal/style.css?ver=1	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-list-horizontal/style68b3.css	(from https://matchpool.co/)
01:12:41	226/226	---M--	200	added ('OK')	text/css	etag:%224fcaf512-e2-5481a3a36e3df%22	https://matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/menu-item/style.css?ver=1	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/menu-item/style68b3.css	(from https://matchpool.co/)
01:12:42	4412/4412	---M--	200	added ('OK')	text/css	etag:%225200cedf-113c-54c18e18cd8a1%22	https://matchpool.co/wp-content/plugins/the-countdown-pro/css/countdown.css?ver=2.1.0	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/the-countdown-pro/css/countdown3c94.css	(from https://matchpool.co/)
01:12:43	3513/3513	---MC-	404	error ('Not%20Found')	text/html	etag:%226349808f5cbbfe2963a0f6110d630d4f%22	https://matchpool.co/feed/	/home/tits/websites/Israel%20mobile%20app/matchpool.co/feed/index.html	(from https://matchpool.co/)
01:12:43	717/717	---MC-	200	added ('OK')	application/rss+xml	etag:%2257e8090b368b313c4ad4d21fd9bde430%22	https://matchpool.co/comments/feed/	/home/tits/websites/Israel%20mobile%20app/matchpool.co/comments/feed/index.html	(from https://matchpool.co/)
01:12:43	359/359	---M--	200	added ('OK')	text/css	etag:%222145724a-167-547930fd39523%22	https://matchpool.co/wp-content/plugins/wpml-cms-nav/res/css/navigation.css?ver=1.4.19	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/wpml-cms-nav/res/css/navigation6648.css	(from https://matchpool.co/)
01:12:44	3004/3004	---M--	200	added ('OK')	text/css	etag:%2221457249-bbc-547930fd36c49%22	https://matchpool.co/wp-content/plugins/wpml-cms-nav/res/css/cms-navigation-base.css?ver=1.4.19	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/wpml-cms-nav/res/css/cms-navigation-base6648.css	(from https://matchpool.co/)
01:12:45	2374/2374	---M--	200	added ('OK')	text/css	etag:%2221457248-946-547930fd360ac%22	https://matchpool.co/wp-content/plugins/wpml-cms-nav/res/css/cms-navigation.css?ver=1.4.19	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/wpml-cms-nav/res/css/cms-navigation6648.css	(from https://matchpool.co/)
01:12:46	2655/2655	---M--	200	added ('OK')	text/css	etag:%223b9c1931-a5f-5438ba77f79fe%22	https://matchpool.co/wp-content/themes/matchpool/bb-press/bb-press.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/bb-press/bb-presse100.css	(from https://matchpool.co/)
01:12:47	2420/2420	---M--	200	added ('OK')	text/css	etag:%223e25fae5-974-55d04fe067da6%22	https://matchpool.co/wp-content/themes/matchpool_child/style.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool_child/stylee100.css	(from https://matchpool.co/)
01:12:48	18922/18922	---M--	200	added ('OK')	text/css	etag:%22405985b1-49ea-5438baa9c0a88%22	https://matchpool.co/wp-content/plugins/be-page-builder/css/layout.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/be-page-builder/css/layoute100.css	(from https://matchpool.co/)
01:12:50	40813/40813	---M--	200	added ('OK')	text/css	etag:%223b9c1b01-9f6d-5438ba79783e7%22	https://matchpool.co/wp-content/themes/matchpool/fonts/icomoon/style.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/fonts/icomoon/stylee100.css	(from https://matchpool.co/)
01:12:50	11855/11855	---M--	200	added ('OK')	text/css	etag:%223b9c1ae5-2e4f-5438ba7961baf%22	https://matchpool.co/wp-content/themes/matchpool/css/magnific-popup.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/css/magnific-popupe100.css	(from https://matchpool.co/)
01:12:51	21933/21933	---M--	200	added ('OK')	text/css	etag:%223b9c1ae4-55ad-5438ba7961532%22	https://matchpool.co/wp-content/themes/matchpool/css/flexslider.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/css/flexslidere100.css	(from https://matchpool.co/)
01:12:53	39089/39089	---M--	200	added ('OK')	text/css	etag:%223b9c1aea-98b1-5438ba79647f8%22	https://matchpool.co/wp-content/themes/matchpool/css/animate-custom.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/css/animate-custome100.css	(from https://matchpool.co/)
01:12:54	64087/64087	---M--	200	added ('OK')	text/css	etag:%223b9c1ae7-fa57-5438ba7962de8%22	https://matchpool.co/wp-content/themes/matchpool/css/be-slider.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/css/be-slidere100.css	(from https://matchpool.co/)
01:12:54	2133/2133	---M--	200	added ('OK')	text/css	etag:%223b9c1af9-855-5438ba796cc2b%22	https://matchpool.co/wp-content/themes/matchpool/fonts/fonts.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/fonts/fontse100.css	(from https://matchpool.co/)
01:12:55	232/232	---M--	200	added ('OK')	text/css	etag:%224fd0a5bb-e8-5481c2acf050b%22	https://matchpool.co/wp-content/plugins/simple-lightbox/client/css/app.css?ver=2.6.0	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/simple-lightbox/client/css/appd315.css	(from https://matchpool.co/)
01:12:56	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Dec%202017%2023:12:56%20GMT	http://matchpool.co/wp-content/uploads/mc4wp-stylesheets/bundle.css?ver=1485446772	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/uploads/mc4wp-stylesheets/bundle.10087fb.delayed	(from https://matchpool.co/)
01:12:57	4566/4566	---M--	200	added ('OK')	text/css	etag:%2241825e7e-11d6-54701873094ab%22	https://matchpool.co/wp-content/uploads/mc4wp-stylesheets/bundle.css?ver=1485446772	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/uploads/mc4wp-stylesheets/bundle87fb.css	(from https://matchpool.co/)
01:12:59	124570/124570	---M--	200	added ('OK')	text/css	etag:%22405985b9-1e69a-5438baa9c4dbf%22	https://matchpool.co/wp-content/plugins/be-page-builder/css/shortcodes.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/be-page-builder/css/shortcodese100.css	(from https://matchpool.co/)
01:12:59	2508/2508	---M--	200	added ('OK')	text/css	etag:%22405985bb-9cc-5438baa9c5a45%22	https://matchpool.co/wp-content/plugins/be-page-builder/css/justifiedGallery.min.css?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/be-page-builder/css/justifiedGallery.mine100.css	(from https://matchpool.co/)
01:13:01	2238/2238	---MCZ	200	added ('OK')	text/css	date:Wed,%2027%20Dec%202017%2023:13:00%20GMT	https://fonts.googleapis.com/css?family=Rubik%3A500%7CRoboto%7CRaleway%3A600%2C400%7CMontserrat%3A400%7CMerriweather%3A400italic%7CMuli%3A400%7COpen+Sans%3A300%7CCrimson+Text%3A400Italic&subset=latin&ver=1509136573	/home/tits/websites/Israel%20mobile%20app/fonts.googleapis.com/css7775.css	(from https://matchpool.co/)
01:13:02	66684/66684	---M--	200	added ('OK')	text/css	etag:%225f33063a-1047c-55bc73abc60f5%22	https://matchpool.co/wp-content/plugins/jetpack/css/jetpack.css?ver=5.4	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/jetpack/css/jetpack91d5.css	(from https://matchpool.co/)
01:13:03	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2240ba6976-17ba0-5438b97637c3a%22	https://matchpool.co/wp-includes/js/jquery/jquery.js?ver=1.12.4	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-includes/js/jquery/jqueryb8ff.js	(from https://matchpool.co/)
01:13:03	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%2240ba69db-2748-5438b97647cbd%22	https://matchpool.co/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://matchpool.co/)
01:13:09	223/223	---M--	200	added ('OK')	application/javascript	etag:%225113dd86-df-54b18d52fc0e4%22	https://matchpool.co/wp-content/plugins/progress-bar/js/wppb_animate.js?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/progress-bar/js/wppb_animatee100.js	(from https://matchpool.co/)
01:13:10	702/702	---M--	200	added ('OK')	application/javascript	etag:%224fcaf518-2be-5481a3a3727fb%22	https://matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/script.js?ver=1	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown/script68b3.js	(from https://matchpool.co/)
01:13:11	16773/16773	---M--	200	added ('OK')	application/javascript	etag:%225200cfef-4185-54c18e1901a04%22	https://matchpool.co/wp-content/plugins/the-countdown-pro/js/jquery.countdown.min.js?ver=2.0.0	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/plugins/the-countdown-pro/js/jquery.countdown.min001e.js	(from https://matchpool.co/)
01:13:12	15414/15414	---M--	200	added ('OK')	application/javascript	etag:%223b9c1b44-3c36-5438ba7a7ef18%22	https://matchpool.co/wp-content/themes/matchpool/js/vendor/modernizr-2.6.2.min.js?ver=4.7.2	/home/tits/websites/Israel%20mobile%20app/matchpool.co/wp-content/themes/matchpool/js/vendor/modernizr-2.6.2.mine100.js	(from https://matchpool.co/)
